Year,ID,Enrollment_Status,Respondent_Gender,Female_Child,Male_Child,Free_Or_Red,Asian,Black,Hispanic,Multiracial,Native_American,Pacific,White,BIPOC,Household_Size,Q1a_f,Q1b_f,Q1c_f,Q1d_f,Q2_f,Q2a_f,Q2b_f,Q2c_f,Q2d_f,Q3_f,Q4a_f,Q4b_f,Q4c_f,Q4d_f,Q4e_f,Q5a_f,Q5b_f,Q5c_f,Q5d_f,Q5e_f,Q5f_f,Q5g_f,Q5h_f
2021,7771838,Unenrolled,Female,Yes,No,All Paid,No,No,Yes,No,No,2,No,At least one BIPOC,Single child,Never,Never,Once or twice,Once or twice,Yes,Never,Once or twice,Never,Never,Primarily as a learning tool,Somewhat negative,Very negative,Somewhat positive,Neutral,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree
2021,7771122,Unenrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Several times,Yes,Never,Never,Never,Several times,Primarily as a learning tool,Neutral,Somewhat negative,Very negative,Very negative,Very negative,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,7771117,Unenrolled,Female,,,,,,,,,,,,,Never,Several times,Several times,Several times,Yes,Several times,Several times,Never,Several times,Device for children's entertainment,Very positive,Very negative,Very negative,Very negative,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,7771190,Unenrolled,Female,Yes,No,All FRL,No,No,No,No,No,2,Yes,All White,Multiple children,Several times,Several times,Several times,Once or twice,Yes,Several times,Once or twice,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat negative,Somewhat positive,Somewhat negative,Somewhat positive,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree
2021,777345,Unenrolled,Female,No,Yes,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Several times,Never,Once or twice,Never,Yes,Never,Never,Never,Never,Primarily as a learning tool,Very positive,Neutral,Very negative,Very negative,Somewhat positive,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,777228,Unenrolled,Female,No,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Never,Once or twice,Never,Once or twice,No,Never,Never,Never,Never,Device for children's entertainment,Neutral,Neutral,Neutral,Somewhat negative,Somewhat positive,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree
2021,7771443,Unenrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Once or twice,Primarily as a learning tool,Very positive,Somewhat negative,Somewhat positive,Somewhat negative,Somewhat positive,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree
2021,7771904,Unenrolled,Female,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat negative,Somewhat negative,Somewhat negative,Somewhat positive,Somewhat negative,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree
2021,3333270,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Never,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Neutral,Somewhat positive,Somewhat positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,333633,Enrolled,Female,Yes,Yes,All Paid,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Once or twice,Once or twice,Several times,Several times,Yes,Once or twice,Several times,Once or twice,Once or twice,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2021,3333556,Enrolled,Female,No,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Never,Never,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Neutral,Very positive,Somewhat negative,Neutral,Somewhat negative,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree
2021,3331293,Enrolled,Female,Yes,No,All FRL,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Never,Never,Never,Never,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Very positive,Somewhat negative,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,333874,Enrolled,Female,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Never,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat positive,Very positive,Somewhat negative,Neutral,Very positive,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree
2021,3331047,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Once or twice,Once or twice,Several times,Once or twice,Yes,Several times,Several times,Several times,Once or twice,Primarily as a learning tool,Somewhat positive,Somewhat negative,Very positive,Neutral,Very positive,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree
2021,3331575,Enrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Somewhat negative,Very positive,Very positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree
2021,333343,Enrolled,Female,Yes,No,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Several times,Once or twice,Never,Yes,Several times,Several times,Several times,Once or twice,Primarily as a learning tool,Somewhat positive,Somewhat positive,Very negative,Somewhat negative,Very positive,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,3332586,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Once or twice,Several times,Once or twice,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Very positive,Somewhat negative,Somewhat positive,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree
2021,333176,Enrolled,Female,Yes,No,All Paid,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Once or twice,Once or twice,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Very positive,Somewhat positive,Somewhat positive,Very positive,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree
2021,3332052,Enrolled,Female,Yes,Yes,,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Once or twice,Once or twice,Once or twice,Once or twice,Yes,Once or twice,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Very positive,Somewhat positive,Somewhat positive,Very positive,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree
2021,3332351,Enrolled,Male,No,Yes,All FRL,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Never,Several times,Several times,Once or twice,Yes,Several times,Several times,Once or twice,Several times,Primarily as a learning tool,Very positive,Very positive,Very positive,Somewhat positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,33370,Enrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Once or twice,Several times,Several times,Never,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat positive,Very negative,Somewhat negative,Very negative,Somewhat positive,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,3333066,Enrolled,Female,Yes,Yes,All FRL,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Once or twice,Once or twice,Once or twice,Once or twice,Primarily as a learning tool,Very positive,Very positive,Very positive,Very positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree
2021,3331004,Enrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Never,Never,Several times,Never,No,Never,Never,Never,Never,Primarily as a learning tool,Very positive,Very positive,Very positive,Neutral,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree
2021,3333575,Enrolled,Female,No,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat negative,Very negative,Somewhat negative,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
2021,33356,Enrolled,Female,,,,,,,,,,,,,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Very positive,Very negative,Very positive,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree
2021,3331639,Enrolled,Female,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat positive,Somewhat positive,Very positive,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,3331055,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Once or twice,Once or twice,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat negative,Somewhat negative,Somewhat positive,Somewhat negative,Very positive,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree
2021,3331920,Enrolled,Male,No,Yes,All FRL,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat negative,Somewhat positive,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2021,333453,Enrolled,Female,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Once or twice,Several times,Primarily as a learning tool,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Neutral,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree
2021,3333127,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Once or twice,Several times,Never,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very negative,Very negative,Very negative,Very negative,Very negative,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
2021,3331581,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Once or twice,Several times,Once or twice,Once or twice,Yes,Once or twice,Several times,Once or twice,Once or twice,Primarily as a learning tool,Very positive,Very positive,Somewhat positive,Very positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
2021,3332393,Enrolled,Male,Yes,No,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Never,Never,Never,Several times,Yes,Several times,Once or twice,Several times,Once or twice,Primarily as a learning tool,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2021,333947,Enrolled,Male,Yes,No,All FRL,No,No,Yes,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Very positive,Very negative,Somewhat negative,Very negative,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
2021,3333062,Enrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Somewhat negative,Very negative,Somewhat negative,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,3332874,Enrolled,Female,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Never,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Very negative,Very positive,Very negative,Very negative,Somewhat positive,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
